record_name,file_was_loaded,loaded_file_type,loaded_file_name,only_has_pdf,num_pdf_files,num_cpt_files,num_ags_files,num_xls_files,num_xlsx_files,num_csv_files,num_txt_files,num_other_files
CPT_36577,True,.xls,CPT_36577,False,1,0,0,1,0,0,0,0
CPT_36578,True,.xls,CPT_36578,False,1,0,0,1,0,0,0,0
CPT_36579,True,.xls,CPT_36579,False,1,0,0,1,0,0,0,0
CPT_36580,True,.xls,CPT_36580,False,1,0,0,1,0,0,0,0
CPT_36581,True,.xls,CPT_36581,False,1,0,0,1,0,0,0,0
CPT_36587,True,.xls,CPT_36587,False,1,0,0,1,0,0,0,0
CPT_36588,True,.xls,CPT_36588,False,1,0,0,1,0,0,0,0
CPT_36845,True,.xls,CPT_36845,False,1,0,0,1,0,0,0,0
CPT_36854,True,.xls,CPT_36854,False,2,0,0,1,0,0,0,0
CPT_36868,True,.xls,CPT_36868,False,1,0,0,1,0,0,0,0
CPT_37252,True,.xls,CPT_37252,False,1,0,0,1,0,0,0,0
CPT_37474,True,.xls,CPT_37474,False,1,0,0,1,0,0,0,0
CPT_37477,True,.xls,CPT_37477,False,1,0,0,1,0,0,0,0
CPT_37556,True,.xls,CPT_37556,False,1,0,0,1,0,0,0,0
CPT_37608,True,.xls,CPT_37608,False,1,0,0,1,0,0,0,0
CPT_37740,True,.xls,CPT_37740,False,1,0,0,1,0,0,0,0
CPT_37741,True,.xls,CPT_37741,False,1,0,0,1,0,0,0,0
CPT_37743,True,.xls,CPT_37743,False,1,0,0,1,0,0,0,0
CPT_37775,True,.xls,CPT_37775,False,1,0,0,1,0,0,0,0
CPT_38775,True,.xlsx,CPT_38775,False,2,0,0,0,1,0,0,0
CPT_39956,True,.csv,CPT_39956,False,1,0,0,0,0,1,0,0
CPT_40370,True,.xlsx,CPT_40370,False,1,0,0,0,1,0,0,0
CPT_40371,True,.xlsx,CPT_40371,False,1,0,0,0,1,0,0,0
CPT_40373,True,.xlsx,CPT_40373,False,1,0,0,0,1,0,0,0
CPT_40374,True,.xlsx,CPT_40374,False,1,0,0,0,1,0,0,0
CPT_40562,True,.xlsx,CPT_40562,False,1,0,0,0,1,0,0,0
CPT_40566,True,.xlsx,CPT_40566,False,1,0,0,0,1,0,0,0
CPT_40568,True,.xlsx,CPT_40568,False,1,0,0,0,1,0,0,0
CPT_40569,True,.xlsx,CPT_40569,False,1,0,0,0,1,0,0,0
CPT_40705,True,.xlsx,CPT_40705,False,1,0,0,0,1,0,0,0
CPT_40706,True,.xlsx,CPT_40706,False,1,0,0,0,1,0,0,0
CPT_40707,True,.xlsx,CPT_40707,False,1,0,0,0,1,0,0,0
CPT_40709,True,.xlsx,CPT_40709,False,1,0,0,0,1,0,0,0
CPT_40719,True,.xlsx,CPT_40719,False,1,0,0,0,1,0,0,0
CPT_40720,True,.xlsx,CPT_40720,False,1,0,0,0,1,0,0,0
CPT_43819,True,.xlsx,CPT_43819,False,1,0,0,0,1,0,0,0
CPT_43820,True,.xlsx,CPT_43820,False,1,0,0,0,1,0,0,0
CPT_43822,True,.xlsx,CPT_43822,False,1,0,0,0,1,0,0,0
CPT_43823,True,.xlsx,CPT_43823,False,1,0,0,0,1,0,0,0
CPT_43839,True,.xlsx,CPT_43839,False,1,0,0,0,1,0,0,0
CPT_43840,True,.xlsx,CPT_43840,False,1,0,0,0,1,0,0,0
CPT_43865,True,.xlsx,CPT_43865,False,1,0,0,0,1,0,0,0
CPT_43866,True,.xlsx,CPT_43866,False,1,0,0,0,1,0,0,0
CPT_43867,True,.xlsx,CPT_43867,False,1,0,0,0,1,0,0,0
CPT_43944,True,.xlsx,CPT_43944,False,1,0,0,0,1,0,0,0
CPT_43945,True,.xlsx,CPT_43945,False,1,0,0,0,1,0,0,0
CPT_43949,True,.xlsx,CPT_43949,False,1,0,0,0,1,0,0,0
CPT_43950,True,.xlsx,CPT_43950,False,1,0,0,0,1,0,0,0
CPT_43977,True,.xlsx,CPT_43977,False,1,0,0,0,1,0,0,0
CPT_43978,True,.xlsx,CPT_43978,False,1,0,0,0,1,0,0,0
CPT_43985,True,.xlsx,CPT_43985,False,1,0,0,0,1,0,0,0
CPT_43999,True,.xlsx,CPT_43999,False,1,0,0,0,1,0,0,0
CPT_44011,True,.xlsx,CPT_44011,False,1,0,0,0,1,0,0,0
CPT_44013,True,.xlsx,CPT_44013,False,1,0,0,0,1,0,0,0
CPT_44014,True,.xlsx,CPT_44014,False,1,0,0,0,1,0,0,0
CPT_44016,True,.xlsx,CPT_44016,False,1,0,0,0,1,0,0,0
CPT_44025,True,.xlsx,CPT_44025,False,1,0,0,0,1,0,0,0
CPT_44026,True,.xlsx,CPT_44026,False,1,0,0,0,1,0,0,0
CPT_44030,True,.xlsx,CPT_44030,False,1,0,0,0,1,0,0,0
CPT_47417,True,.xls,CPT_47417,False,1,0,0,1,0,0,0,0
CPT_47418,True,.xls,CPT_47418,False,1,0,0,1,0,0,0,0
CPT_47419,True,.xls,CPT_47419,False,1,0,0,1,0,0,0,0
CPT_48015,True,.xls,CPT_48015,False,1,0,0,1,0,0,0,0
CPT_48329,True,.xlsx,CPT_48329,False,1,0,1,0,1,0,0,0
CPT_48330,True,.xlsx,CPT_48330,False,1,0,1,0,1,0,0,0
CPT_48332,True,.xlsx,CPT_48332,False,1,0,1,0,1,0,0,0
CPT_48333,True,.xlsx,CPT_48333,False,1,0,1,0,1,0,0,0
CPT_48335,True,.xlsx,CPT_48335,False,1,0,1,0,1,0,0,0
CPT_48778,True,.xls,CPT_48778,False,1,0,0,1,0,0,0,0
CPT_49104,True,.xls,CPT_49104,False,1,0,0,1,0,0,0,0
CPT_49934,True,.xls,CPT_49934,False,1,0,0,1,0,0,0,0
CPT_54061,True,.xlsx,CPT_54061,False,1,0,0,0,1,0,0,0
CPT_54062,True,.xlsx,CPT_54062,False,1,0,0,0,1,0,0,0
CPT_54617,True,.xls,CPT_54617,False,1,0,0,1,0,0,0,0
CPT_54743,True,.xlsx,CPT_54743,False,1,0,1,0,1,0,0,0
CPT_54744,True,.xlsx,CPT_54744,False,1,0,1,0,1,0,0,0
CPT_54745,True,.xlsx,CPT_54745,False,1,0,1,0,1,0,0,0
CPT_54746,True,.xlsx,CPT_54746,False,1,0,1,0,1,0,0,0
CPT_54747,True,.xlsx,CPT_54747,False,1,0,1,0,1,0,0,0
CPT_54748,True,.xlsx,CPT_54748,False,1,0,1,0,1,0,0,0
CPT_54823,True,.xlsx,CPT_54823,False,1,0,1,0,1,0,0,0
CPT_54824,True,.xlsx,CPT_54824,False,1,0,1,0,1,0,0,0
CPT_54825,True,.xlsx,CPT_54825,False,1,0,1,0,1,0,0,0
CPT_56224,True,.xlsx,CPT_56224,False,1,0,1,0,1,0,0,0
CPT_56688,True,.xls,CPT_56688,False,1,0,0,1,0,0,0,0
CPT_56968,True,.xlsx,CPT_56968,False,1,0,1,0,1,0,0,0
CPT_56970,True,.xlsx,CPT_56970,False,1,0,1,0,1,0,0,0
CPT_56972,True,.xlsx,CPT_56972,False,1,0,1,0,1,0,0,0
CPT_56974,True,.xlsx,CPT_56974,False,1,0,1,0,1,0,0,0
CPT_56977,True,.xlsx,CPT_56977,False,1,0,1,0,1,0,0,0
CPT_56979,True,.xlsx,CPT_56979,False,1,0,1,0,1,0,0,0
CPT_56980,True,.xlsx,CPT_56980,False,1,0,1,0,1,0,0,0
CPT_56981,True,.xlsx,CPT_56981,False,1,0,1,0,1,0,0,0
CPT_56982,True,.xlsx,CPT_56982,False,1,0,1,0,1,0,0,0
CPT_56983,True,.xlsx,CPT_56983,False,1,0,1,0,1,0,0,0
CPT_56984,True,.xlsx,CPT_56984,False,1,0,1,0,1,0,0,0
CPT_56985,True,.xlsx,CPT_56985,False,1,0,1,0,1,0,0,0
CPT_56986,True,.xlsx,CPT_56986,False,1,0,1,0,1,0,0,0
CPT_56987,True,.xlsx,CPT_56987,False,1,0,1,0,1,0,0,0
CPT_56988,True,.xlsx,CPT_56988,False,1,0,1,0,1,0,0,0
CPT_56998,True,.xlsx,CPT_56998,False,1,0,1,0,1,0,0,0
CPT_56999,True,.xlsx,CPT_56999,False,1,0,1,0,1,0,0,0
CPT_57000,True,.xlsx,CPT_57000,False,1,0,1,0,1,0,0,0
CPT_57002,True,.xlsx,CPT_57002,False,1,0,1,0,1,0,0,0
CPT_57006,True,.xlsx,CPT_57006,False,1,0,1,0,1,0,0,0
CPT_57008,True,.xlsx,CPT_57008,False,1,0,1,0,1,0,0,0
CPT_57009,True,.xlsx,CPT_57009,False,1,0,1,0,1,0,0,0
CPT_57010,True,.xlsx,CPT_57010,False,1,0,1,0,1,0,0,0
CPT_57011,True,.xlsx,CPT_57011,False,1,0,1,0,1,0,0,0
CPT_57063,True,.xlsx,CPT_57063,False,1,0,1,0,1,0,0,0
CPT_57064,True,.xlsx,CPT_57064,False,1,0,1,0,1,0,0,0
CPT_57065,True,.xlsx,CPT_57065,False,1,0,1,0,1,0,0,0
CPT_57066,True,.xlsx,CPT_57066,False,1,0,1,0,1,0,0,0
CPT_57068,True,.xlsx,CPT_57068,False,1,0,1,0,1,0,0,0
CPT_57109,True,.xls,CPT_57109,False,1,0,0,1,0,0,0,0
CPT_57287,True,.xls,CPT_57287,False,1,0,1,1,0,0,0,0
CPT_57288,True,.xls,CPT_57288,False,1,0,1,1,0,0,0,0
CPT_57757,True,.xls,CPT_57757,False,2,0,0,1,0,0,0,0
CPT_59148,True,.xls,CPT_59148,False,1,0,0,1,0,0,0,0
CPT_59184,True,.xls,CPT_59184,False,1,0,0,1,0,0,0,0
CPT_59185,True,.xls,CPT_59185,False,1,0,0,1,0,0,0,0
CPT_59215,True,.xls,CPT_59215,False,1,0,0,1,0,0,0,0
CPT_59312,True,.xls,CPT_59312,False,1,0,0,1,0,0,0,0
CPT_59322,True,.xls,CPT_59322,False,1,0,0,1,0,0,0,0
CPT_59380,True,.xls,CPT_59380,False,1,0,0,1,0,0,0,0
CPT_59381,True,.xls,CPT_59381,False,1,0,0,1,0,0,0,0
CPT_59384,True,.xls,CPT_59384,False,1,0,0,1,0,0,0,0
CPT_59399,True,.xls,CPT_59399,False,1,0,0,1,0,0,0,0
CPT_59400,True,.xls,CPT_59400,False,1,0,0,1,0,0,0,0
CPT_59401,True,.xls,CPT_59401,False,1,0,0,1,0,0,0,0
CPT_59402,True,.xls,CPT_59402,False,1,0,0,1,0,0,0,0
CPT_59403,True,.xls,CPT_59403,False,1,0,0,1,0,0,0,0
CPT_59404,True,.xls,CPT_59404,False,1,0,0,1,0,0,0,0
CPT_59405,True,.xls,CPT_59405,False,1,0,0,1,0,0,0,0
CPT_59406,True,.xls,CPT_59406,False,1,0,0,1,0,0,0,0
CPT_59407,True,.xls,CPT_59407,False,1,0,0,1,0,0,0,0
CPT_59408,True,.xls,CPT_59408,False,1,0,0,1,0,0,0,0
CPT_59419,True,.xls,CPT_59419,False,1,0,0,1,0,0,0,0
CPT_59420,True,.xls,CPT_59420,False,1,0,0,1,0,0,0,0
CPT_59421,True,.xls,CPT_59421,False,1,0,0,1,0,0,0,0
CPT_59422,True,.xls,CPT_59422,False,1,0,0,1,0,0,0,0
CPT_59423,True,.xls,CPT_59423,False,1,0,0,1,0,0,0,0
CPT_59424,True,.xls,CPT_59424,False,1,0,0,1,0,0,0,0
CPT_59456,True,.xls,CPT_59456,False,1,0,0,1,0,0,0,0
CPT_59457,True,.xls,CPT_59457,False,1,0,0,1,0,0,0,0
CPT_59458,True,.xls,CPT_59458,False,1,0,0,1,0,0,0,0
CPT_59459,True,.xls,CPT_59459,False,1,0,0,1,0,0,0,0
CPT_59460,True,.xls,CPT_59460,False,1,0,0,1,0,0,0,0
CPT_60490,True,.xls,CPT_60490,False,1,0,0,1,0,0,0,0
CPT_60574,True,.csv,CPT_60574,False,1,0,0,0,0,1,0,0
CPT_60575,True,.csv,CPT_60575,False,1,0,0,0,0,1,0,0
CPT_62001,True,.xlsx,CPT_62001,False,1,0,0,0,1,0,0,0
CPT_62037,True,.xlsx,CPT_62037,False,1,0,0,0,1,0,0,0
CPT_62694,True,.xls,CPT_62694,False,1,0,0,1,0,0,0,0
CPT_62994,True,.xlsx,CPT_62994,False,1,0,0,0,1,0,0,0
CPT_71729,True,.xls,CPT_71729,False,1,0,0,1,0,0,0,0
CPT_71730,True,.xls,CPT_71730,False,1,0,0,1,0,0,0,0
CPT_72161,True,.xls,CPT_72161,False,1,0,0,1,0,0,0,0
CPT_72162,True,.xls,CPT_72162,False,1,0,0,1,0,0,0,0
CPT_72168,True,.xls,CPT_72168,False,1,0,0,1,0,0,0,0
CPT_72169,True,.xls,CPT_72169,False,1,0,0,1,0,0,0,0
CPT_72170,True,.xls,CPT_72170,False,1,0,0,1,0,0,0,0
CPT_72171,True,.xls,CPT_72171,False,1,0,0,1,0,0,0,0
CPT_72416,True,.xlsx,CPT_72416,False,1,0,0,0,1,0,0,0
CPT_72538,True,.xls,CPT_72538,False,1,0,0,1,0,0,0,0
CPT_72540,True,.xls,CPT_72540,False,1,0,0,1,0,0,0,0
CPT_72541,True,.xls,CPT_72541,False,1,0,0,1,0,0,0,0
CPT_72542,True,.xls,CPT_72542,False,1,0,0,1,0,0,0,0
CPT_72543,True,.xls,CPT_72543,False,1,0,0,1,0,0,0,0
CPT_72544,True,.xls,CPT_72544,False,1,0,0,1,0,0,0,0
CPT_72545,True,.xls,CPT_72545,False,1,0,0,1,0,0,0,0
CPT_72546,True,.xls,CPT_72546,False,1,0,0,1,0,0,0,0
CPT_72547,True,.xls,CPT_72547,False,1,0,0,1,0,0,0,0
CPT_72548,True,.xls,CPT_72548,False,1,0,0,1,0,0,0,0
CPT_72550,True,.xls,CPT_72550,False,1,0,0,1,0,0,0,0
CPT_72551,True,.xls,CPT_72551,False,1,0,0,1,0,0,0,0
CPT_72552,True,.xls,CPT_72552,False,1,0,0,1,0,0,0,0
CPT_72553,True,.xls,CPT_72553,False,1,0,0,1,0,0,0,0
CPT_73056,True,.xls,CPT_73056,False,2,0,0,1,0,0,0,0
CPT_73060,True,.xls,CPT_73060,False,1,0,0,1,0,0,0,0
CPT_73064,True,.xls,CPT_73064,False,1,0,0,1,0,0,0,0
CPT_73065,True,.xls,CPT_73065,False,1,0,0,1,0,0,0,0
CPT_73066,True,.xls,CPT_73066,False,1,0,0,1,0,0,0,0
CPT_73067,True,.xls,CPT_73067,False,1,0,0,1,0,0,0,0
CPT_73160,True,.xls,CPT_73160,False,2,0,0,1,0,0,0,0
CPT_78455,True,.xlsx,CPT_78455,False,1,0,0,0,1,0,0,0
CPT_85067,True,.xls,CPT_85067,False,1,0,0,1,0,0,0,0
CPT_85072,True,.xlsx,CPT_85072,False,1,0,0,0,1,0,0,0
CPT_86978,True,.xls,CPT_86978,False,1,0,0,1,0,0,0,0
CPT_86980,True,.xls,CPT_86980,False,1,0,0,1,0,0,0,0
CPT_86984,True,.xls,CPT_86984,False,1,0,0,1,0,0,0,0
CPT_86986,True,.xls,CPT_86986,False,1,0,0,1,0,0,0,0
CPT_87014,True,.xls,CPT_87014,False,1,0,0,1,0,0,0,0
CPT_87016,True,.xls,CPT_87016,False,1,0,0,1,0,0,0,0
CPT_87017,True,.xls,CPT_87017,False,1,0,0,1,0,0,0,0
CPT_87667,True,.xls,CPT_87667,False,1,0,0,1,0,0,0,0
CPT_87668,True,.xls,CPT_87668,False,1,0,0,1,0,0,0,0
CPT_87669,True,.xls,CPT_87669,False,1,0,0,1,0,0,0,0
CPT_87670,True,.xls,CPT_87670,False,1,0,0,1,0,0,0,0
CPT_88346,True,.xls,CPT_88346,False,1,0,0,1,0,0,0,0
CPT_88454,True,.xlsx,CPT_88454,False,1,0,1,0,1,0,0,0
CPT_88455,True,.xlsx,CPT_88455,False,1,0,1,0,1,0,0,0
CPT_88456,True,.xlsx,CPT_88456,False,1,0,1,0,1,0,0,0
CPT_88509,True,.xls,CPT_88509,False,1,0,0,1,0,0,0,0
CPT_88564,True,.xls,CPT_88564,False,1,0,0,1,0,0,0,0
CPT_88565,True,.xls,CPT_88565,False,1,0,0,1,0,0,0,0
CPT_88610,True,.xls,CPT_88610,False,1,0,0,1,0,0,0,0
CPT_88614,True,.xls,CPT_88614,False,1,0,0,1,0,0,0,0
CPT_88615,True,.xls,CPT_88615,False,1,0,0,1,0,0,0,0
CPT_88618,True,.xls,CPT_88618,False,1,0,0,1,0,0,0,0
CPT_90216,True,.xlsx,CPT_90216,False,1,0,0,0,1,0,0,0
CPT_90607,True,.xls,CPT_90607,False,1,0,0,1,0,0,0,0
CPT_91733,True,.xls,CPT_91733,False,1,0,0,1,0,0,0,0
CPT_91741,True,.xlsx,CPT_91741,False,1,0,0,0,1,0,0,0
CPT_91742,True,.xlsx,CPT_91742,False,1,0,0,0,1,0,0,0
CPT_91743,True,.xlsx,CPT_91743,False,1,0,0,0,1,0,0,0
CPT_91921,True,.xlsx,CPT_91921,False,2,0,0,0,1,0,0,0
CPT_91989,True,.xlsx,CPT_91989,False,1,0,0,0,1,0,0,0
CPT_92018,True,.xls,CPT_92018,False,1,0,0,1,0,0,0,0
CPT_92037,True,.xlsx,CPT_92037,False,1,0,0,0,1,0,0,0
CPT_92038,True,.xlsx,CPT_92038,False,1,0,0,0,1,0,0,0
CPT_92069,True,.xls,CPT_92069,False,1,0,0,1,0,0,0,0
CPT_92132,True,.xls,CPT_92132,False,2,0,0,1,0,0,0,0
CPT_92133,True,.xls,CPT_92133,False,2,0,0,1,0,0,0,0
CPT_92134,True,.xls,CPT_92134,False,2,0,0,1,0,0,0,0
CPT_92189,True,.xlsx,CPT_92189,False,2,0,0,0,1,0,0,0
CPT_92202,True,.xlsx,CPT_92202,False,2,0,0,0,1,0,0,0
CPT_92235,True,.xlsx,CPT_92235,False,2,0,0,0,1,0,0,0
CPT_92242,True,.xlsx,CPT_92242,False,2,0,0,0,1,0,0,0
CPT_92243,True,.xlsx,CPT_92243,False,2,0,0,0,1,0,0,0
CPT_92244,True,.xlsx,CPT_92244,False,2,0,0,0,1,0,0,0
CPT_92272,True,.xlsx,CPT_92272,False,2,0,0,0,1,0,0,0
CPT_92275,True,.xlsx,CPT_92275,False,2,0,0,0,1,0,0,0
CPT_92276,True,.xlsx,CPT_92276,False,2,0,0,0,1,0,0,0
CPT_93200,True,.xlsx,CPT_93200,False,1,0,0,0,1,0,0,0
CPT_93201,True,.xlsx,CPT_93201,False,1,0,0,0,1,0,0,0
CPT_93202,True,.xlsx,CPT_93202,False,1,0,0,0,1,0,0,0
CPT_93203,True,.xlsx,CPT_93203,False,1,0,0,0,1,0,0,0
CPT_93204,True,.xlsx,CPT_93204,False,1,0,0,0,1,0,0,0
CPT_93205,True,.xlsx,CPT_93205,False,1,0,0,0,1,0,0,0
CPT_93206,True,.xlsx,CPT_93206,False,1,0,0,0,1,0,0,0
CPT_93207,True,.xlsx,CPT_93207,False,1,0,0,0,1,0,0,0
CPT_93208,True,.xlsx,CPT_93208,False,1,0,0,0,1,0,0,0
CPT_93466,True,.xlsx,CPT_93466,False,1,0,0,0,1,0,0,0
CPT_93468,True,.xlsx,CPT_93468,False,1,0,0,0,1,0,0,0
CPT_93487,True,.xls,CPT_93487,False,1,0,0,1,0,0,0,0
CPT_93741,True,.xls,CPT_93741,False,1,0,0,1,0,0,0,0
CPT_93742,True,.xls,CPT_93742,False,1,0,0,1,0,0,0,0
CPT_93756,True,.xlsx,CPT_93756,False,1,0,0,0,1,0,0,0
CPT_93811,True,.xls,CPT_93811,False,1,0,0,1,0,0,0,0
CPT_94316,True,.xlsx,CPT_94316,False,1,0,0,0,1,0,0,0
CPT_94317,True,.xlsx,CPT_94317,False,1,0,0,0,1,0,0,0
CPT_94619,True,.csv,CPT_94619,False,1,0,0,0,0,1,0,0
CPT_94997,True,.xlsx,CPT_94997,False,1,0,0,0,1,0,0,0
CPT_95000,True,.xlsx,CPT_95000,False,1,0,0,0,1,0,0,0
CPT_95223,True,.xlsx,CPT_95223,False,1,0,0,0,1,0,0,0
CPT_95224,True,.xlsx,CPT_95224,False,1,0,0,0,1,0,0,0
CPT_95225,True,.xlsx,CPT_95225,False,1,0,0,0,1,0,0,0
CPT_95226,True,.xlsx,CPT_95226,False,1,0,0,0,1,0,0,0
CPT_95227,True,.xlsx,CPT_95227,False,1,0,0,0,1,0,0,0
CPT_95272,True,.xls,CPT_95272,False,1,0,0,1,0,0,0,0
CPT_95273,True,.xls,CPT_95273,False,1,0,0,1,0,0,0,0
CPT_95274,True,.xls,CPT_95274,False,1,0,0,1,0,0,0,0
CPT_95277,True,.xls,CPT_95277,False,1,0,0,1,0,0,0,0
CPT_95278,True,.xls,CPT_95278,False,1,0,0,1,0,0,0,0
CPT_95279,True,.xls,CPT_95279,False,1,0,0,1,0,0,0,0
CPT_95280,True,.xls,CPT_95280,False,1,0,0,1,0,0,0,0
CPT_95281,True,.xls,CPT_95281,False,1,0,0,1,0,0,0,0
CPT_95282,True,.xls,CPT_95282,False,1,0,0,1,0,0,0,0
CPT_95283,True,.xls,CPT_95283,False,1,0,0,1,0,0,0,0
CPT_95284,True,.xls,CPT_95284,False,1,0,0,1,0,0,0,0
CPT_95286,True,.xls,CPT_95286,False,1,0,0,1,0,0,0,0
CPT_95287,True,.xls,CPT_95287,False,1,0,0,1,0,0,0,0
CPT_95288,True,.xls,CPT_95288,False,1,0,0,1,0,0,0,0
CPT_95289,True,.xls,CPT_95289,False,1,0,0,1,0,0,0,0
CPT_95290,True,.xls,CPT_95290,False,1,0,0,1,0,0,0,0
CPT_95291,True,.xls,CPT_95291,False,1,0,0,1,0,0,0,0
CPT_95292,True,.xls,CPT_95292,False,1,0,0,1,0,0,0,0
CPT_95293,True,.xls,CPT_95293,False,1,0,0,1,0,0,0,0
CPT_95294,True,.xls,CPT_95294,False,1,0,0,1,0,0,0,0
CPT_95295,True,.xls,CPT_95295,False,1,0,0,1,0,0,0,0
CPT_95296,True,.xls,CPT_95296,False,1,0,0,1,0,0,0,0
CPT_95297,True,.xls,CPT_95297,False,1,0,0,1,0,0,0,0
CPT_95298,True,.xls,CPT_95298,False,1,0,0,1,0,0,0,0
CPT_95299,True,.xls,CPT_95299,False,1,0,0,1,0,0,0,0
CPT_95300,True,.xls,CPT_95300,False,1,0,0,1,0,0,0,0
CPT_95301,True,.xls,CPT_95301,False,1,0,0,1,0,0,0,0
CPT_95302,True,.xls,CPT_95302,False,1,0,0,1,0,0,0,0
CPT_95303,True,.xls,CPT_95303,False,1,0,0,1,0,0,0,0
CPT_95304,True,.xls,CPT_95304,False,1,0,0,1,0,0,0,0
CPT_95305,True,.xls,CPT_95305,False,1,0,0,1,0,0,0,0
CPT_95306,True,.xls,CPT_95306,False,1,0,0,1,0,0,0,0
CPT_95307,True,.xls,CPT_95307,False,1,0,0,1,0,0,0,0
CPT_95308,True,.xls,CPT_95308,False,1,0,0,1,0,0,0,0
